Date,SPY,sp600,MSCI_World,10Y_Bond_Return,Gold
2021-01-31,-0.011136660755445171,0.06236306460366947,-0.010520464248373607,0.000925,-0.0089999999999999
2021-02-28,0.026091451377448394,0.07558622423369599,0.024495605202671022,0.0012,-0.065
2021-03-31,0.042438632533165155,0.03190301207833057,0.03109760235615533,0.00145,-0.0279999999999999
2021-04-30,0.05242532134755851,0.01985073252829017,0.045204004646113294,0.0013750000000000001,0.045
2021-05-31,0.00548648867060697,0.019620302315302318,0.01378113492823374,0.0013166666666666667,0.073
2021-06-30,0.022214009565834747,0.0021138129494866487,0.012721075998591624,0.0012083333333333332,-0.072
2021-07-31,0.02274805482838871,-0.024410067613515718,0.017267698031088186,0.0010333333333333334,0.034
2021-08-31,0.028990416255438634,0.0189743756829186,0.023490650105437938,0.0010833333333333335,-0.004
2021-09-30,-0.047569168801901096,-0.02563786524276157,-0.04291074326033051,0.0012666666666666666,-0.04
2021-10-31,0.0691438364006065,0.03361895148353633,0.05591028006906029,0.0012916666666666667,0.015
2021-11-30,-0.008333706184746159,-0.024199713372519915,-0.022962769227006907,0.0011916666666666666,0.0209999999999999
2021-12-31,0.04361291346206486,0.043598954293273096,0.04187887687758174,0.0012666666666666666,0.0009999999999999
2022-01-31,-0.052585165027393854,-0.07311068860508685,-0.05340837829113343,0.0014916666666666665,-0.0049999999999999
2022-02-28,-0.031360491945908286,0.012992314783809356,-0.026511096422894176,0.001525,0.064
2022-03-31,0.03577328837154625,0.0018463910600057254,0.02521830008604775,0.0019333333333333331,0.0169999999999999
2022-04-30,-0.08795671180434306,-0.07873865433255445,-0.0843405036728645,0.0024083333333333335,-0.017
2022-05-31,5.317770464463578e-05,0.017197391293686914,-0.001645477713392074,0.002375,-0.037
2022-06-30,-0.08391999993382682,-0.08711487922931538,-0.0877105155242297,0.0024833333333333335,-0.0129999999999999
2022-07-31,0.09111639173021002,0.09928454936133235,0.07862695586013735,0.002225,-0.033
2022-08-31,-0.04244012827299837,-0.04514660330356557,-0.043365808968310215,0.002625,-0.021
2022-09-30,-0.09339567201327437,-0.100533819203387,-0.09462189054772596,0.003191666666666667,-0.025
2022-10-31,0.0798634138370089,0.12265364674973944,0.07104721211968812,0.0034166666666666664,-0.017
2022-11-30,0.053752893352493114,0.03980535646478911,0.06798286866246062,0.0030666666666666668,0.068
2022-12-31,-0.05897147407473047,-0.06888091840831767,-0.04344149193803826,0.0032333333333333333,0.035
2023-01-31,0.0617528578346791,0.09401912114607924,0.07004266809397053,0.0029333333333333334,0.059
2023-02-28,-0.02611249393181858,-0.01352696317078983,-0.02527824141606827,0.0032666666666666664,-0.052
2023-03-31,0.03505161257710898,-0.05376114504911811,0.028291388022054553,0.0029,0.081
2023-04-30,0.014642341662481018,-0.028678423345567472,0.015941821866023664,0.0028666666666666667,0.0019999999999999
2023-05-31,0.002482347368192972,-0.01936133298050169,-0.012447479072983603,0.0030333333333333336,-0.009
2023-06-30,0.06472746490423464,0.0802973860815075,0.05930866518737532,0.0031750000000000003,-0.025
2023-07-31,0.031138932355010862,0.05432653385237085,0.032898540217286554,0.0033083333333333333,0.029
2023-08-31,-0.017716390070854016,-0.043308435342563234,-0.02555234395472117,0.003408333333333333,-0.014
2023-09-30,-0.048719367465624885,-0.06164367138034299,-0.0444742293463245,0.003825,-0.037
2023-10-31,-0.02197968873798295,-0.058336113136909895,-0.02965086743425671,0.004066666666666666,0.065
2023-11-30,0.08917926878197013,0.07984508859246664,0.09210430940021608,0.0036416666666666667,0.0189999999999999
2023-12-31,0.04422923115636013,0.1260826980305727,0.04815446779105703,0.0032333333333333333,0.022